hostname,ip,protocols,is_active,model,comment,created_by,admin_user,admin_user_display,platform,nodes,org_id,org_name
BTSOSER,192.168.0.143,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
ctfile.solex-server.com,192.168.59.21,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
ctprdhcp01.solex-server.com,192.168.69.111,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
ctprimesapp01.solex-server.com,192.168.59.18,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
ctprimesapp02.solex-server.com,192.168.59.19,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
ctprimesdb01.solex-server.com,192.168.59.30,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
ctprimesdb02.solex-server.com,192.168.59.32,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
ctprimesfsw01.solex-server.com,192.168.59.35,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
ctprinter01.solex-server.com,192.168.69.17,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
ctpritavs01.solex-server.com,192.168.69.12,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
ctpritdc01.solex-server.com,192.168.69.14,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
ctpritdsm01.solex-server.com,192.168.59.13,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
ctpritmaildb01.solex-server.com,192.168.69.19,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
ctpritsccm01.solex-server.com,192.168.69.13,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
ctpritutil01.solex-server.com,192.168.69.16,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
ctpritutil03.solex-server.com,192.168.59.20,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
ctpritvc01.solex-server.com,192.168.69.15,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
ctprmaildb01,192.168.69.1,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
ctprnasser01.solex-server.com,192.168.69.10,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
ctshare.solex-server.com,192.168.59.22,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
data.solex-server.com,192.168.0.15,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
data01.solex-server.com,192.168.0.156,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
data02,192.168.2.31,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
data03,192.168.5.136,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
delleqm.solex-server.com,192.168.0.28,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
dxpser,192.168.5.21,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
edgeser.mysolex.cn,192.168.0.104,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
file.solex-server.com,192.168.0.6,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
file10.solex-server.com,192.168.69.11,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
file4,192.168.5.8,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
file5.solex-server.com,192.168.131.11,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
file6.solex-server.com,192.168.131.36,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
file7.solex-server.com,192.168.131.31,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
file8.solex-server.com,192.168.131.38,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
file9,192.168.2.7,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
FTP1,192.168.0.126,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
fzpritapp01,27.150.17.200,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
govser.solex-server.com,192.168.0.193,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
gztstitapp01,183.56.227.106,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
horizonser1.solex-server.com,192.168.0.135,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
horizonser2.solex-server.com,192.168.0.136,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
horizonser3,192.168.2.170,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
horizonser4,192.168.2.171,"rdp/3389,",TRUE,,bulk imported,,e6031f72-54b9-4dfd-8e66-c4837d4692f1,Domain Admin for Windows,Windows,"a63ba963-794f-440f-8bc7-2053e6857e95,d4c53b9c-6b1d-4853-a49a-3fed882fb613",,DEFAULT
